"game_id","round","player","player_team","list","faction","opponent","TP","CP","VP","victory_condition","scenario","year"
"425","4","Benjamin Fützi","Team Germany Dichter & Denker","Haley","Cygnar","Sami Suikki","1","5","51","Scenario","Incoming","2015"
"425","4","Sami Suikki","Team Finland White","Asphyxious2","Cryx","Benjamin Fützi","0","3","1","Scenario","Incoming","2015"
"426","4","Alessandro Montagnani","Team Italy Blue","Grim2","Trollblood","Denis Korzun","1","0","42","Caster Kill","Outflank","2014"
"426","4","Christian Vestol","Team Norway Red","Asphyxious2","Cryx","Pietro Fauché","1","5","29","Scenario","Incoming","2015"
"426","4","Denis Korzun","Team Sweden Epic","Grim","Trollblood","Alessandro Montagnani","0","0","0","Caster Kill","Outflank","2014"
"426","4","Pietro Fauché","Team Italy Leonardo","Issyria","Retribution of Scyrah","Christian Vestol","0","1","45","Scenario","Incoming","2015"
"427","4","Christoffer Wedding","Team Sweden Epic","Krueger2","Circle Orboros","Federico Ingrosso","1","5","32","Scenario","Outflank","2014"
"427","4","Damiano Pennini","Team Italy Leonardo","Thexus","Mercenaries","Jacub Grzegorzek","0","0","14","Deathclock","Incoming","2015"
"427","4","Federico Ingrosso","Team Italy Blue","Lucant","Convergence of Cyriss","Christoffer Wedding","0","0","11","Scenario","Outflank","2014"
"427","4","Jacub Grzegorzek","Team Norway Red","Jarl","Trollblood","Damiano Pennini","1","2","44","Deathclock","Incoming","2015"
"428","4","Jonas Brand","Team Norway Red","Morvahna2","Circle Orboros","Pini Joshua ","0","0","9","Caster Kill","Incoming","2015"
"428","4","Marco Elitropi","Team Italy Blue","Harbinger","Protectorate of Menoth","Torbjörn Hansson","0","0","3","Caster Kill","Outflank","2014"
"428","4","Pini Joshua ","Team Italy Leonardo","Harbinger","Protectorate of Menoth","Jonas Brand","1","3","16","Caster Kill","Incoming","2015"
"428","4","Torbjörn Hansson","Team Sweden Epic","Vayl2","Legion of Everblight","Marco Elitropi","1","1","29","Caster Kill","Outflank","2014"
"429","4","Carlo Piccinini","Team Italy Blue","Haley","Cygnar","Stefan Benediktsson","0","0","24","Scenario","Outflank","2014"
"429","4","Edoardo Rinaldi","Team Italy Leonardo","Haley2","Cygnar","Endre Fodstad","1","5","44","Scenario","Incoming","2015"
"429","4","Endre Fodstad","Team Norway Red","Lucant","Convergence of Cyriss","Edoardo Rinaldi","0","0","15","Scenario","Incoming","2015"
"429","4","Stefan Benediktsson","Team Sweden Epic","Goreshade3","Cryx","Carlo Piccinini","1","5","3","Scenario","Outflank","2014"
"430","4","Andrea Cesana","Team Italy Leonardo","Butcher2","Khador","Terje Boye","1","5","43","Scenario","Incoming","2015"
"430","4","Emiliano Traversi","Team Italy Blue","Vayl2","Legion of Everblight","Olov Winroth","0","0","17","Scenario","Outflank","2014"
"430","4","Olov Winroth","Team Sweden Epic","Vlad2","Khador","Emiliano Traversi","1","5","53","Scenario","Outflank","2014"
"430","4","Terje Boye","Team Norway Red","Butcher3","Khador","Andrea Cesana","0","4","56","Scenario","Incoming","2015"
"431","4","Bozikas Dimitrios","Team Greece Epic","Asphyxious2","Cryx","Philipp Schaper","0","4","37","Scenario","Incoming","2015"
"431","4","Michael Dick","Team Scotland","Butcher3","Khador","Novikov Mikhail","0","3","25","Caster Kill","Outflank","2014"
"431","4","Novikov Mikhail","Team Russia 1","Kreoss","Protectorate of Menoth","Michael Dick","1","0","49","Caster Kill","Outflank","2014"
"431","4","Philipp Schaper","Team Germany Bier & Brezel","Rahn","Retribution of Scyrah","Bozikas Dimitrios","1","5","54","Scenario","Incoming","2015"
"432","4","Bernhard Fischer","Team Germany Bier & Brezel","Krueger2","Circle Orboros","Stathis Panagiotis","1","5","32","Scenario","Incoming","2015"
"432","4","Ivanov Andrei","Team Russia 1","Deneghra","Cryx","Luke Mason","1","5","41","Scenario","Outflank","2014"
"432","4","Luke Mason","Team Scotland","Mordikaar","Skorne","Ivanov Andrei","0","0","13","Scenario","Outflank","2014"
"432","4","Stathis Panagiotis","Team Greece Epic","Rahn","Retribution of Scyrah","Bernhard Fischer","0","4","17","Scenario","Incoming","2015"
"433","4","Fraser McFetridge","Team Scotland","Vayl2","Legion of Everblight","Novikov Bogdan","1","2","58","Caster Kill","Outflank","2014"
"433","4","Guenter Oelfke ","Team Germany Bier & Brezel","Mortenebra","Cryx","Ntemiris Panagiotis","1","2","49","Caster Kill","Incoming","2015"
"433","4","Novikov Bogdan","Team Russia 1","Vyros2","Retribution of Scyrah","Fraser McFetridge","0","0","15","Caster Kill","Outflank","2014"
"433","4","Ntemiris Panagiotis","Team Greece Epic","Mordikaar","Skorne","Guenter Oelfke ","0","0","18","Caster Kill","Incoming","2015"
"434","4","Alasdair Johnstone","Team Scotland","Deneghra","Cryx","Khalansky Dmitry","1","0","54","Caster Kill","Outflank","2014"
"434","4","Dominik de Cassan","Team Germany Bier & Brezel","Xerxis","Skorne","Kasdovassilis Dimitrios","1","5","54","Scenario","Incoming","2015"
"434","4","Kasdovassilis Dimitrios","Team Greece Epic","Doomshaper","Trollblood","Dominik de Cassan","0","0","23","Scenario","Incoming","2015"
"434","4","Khalansky Dmitry","Team Russia 1","Haley","Cygnar","Alasdair Johnstone","0","0","16","Caster Kill","Outflank","2014"
"435","4","Kerazoglou Nikolaos","Team Greece Epic","Skarre","Cryx","Martin Huf","0","2","6","Caster Kill","Incoming","2015"
"435","4","Martin Huf","Team Germany Bier & Brezel","Haley2","Cygnar","Kerazoglou Nikolaos","1","5","50","Caster Kill","Incoming","2015"
"435","4","Orelkin Evgeny","Team Russia 1","Vayl2","Legion of Everblight","William Cruickshanks","0","0","7","Deathclock","Outflank","2014"
"435","4","William Cruickshanks","Team Scotland","Grissel2","Trollblood","Orelkin Evgeny","1","0","36","Deathclock","Outflank","2014"
"436","4","Erich Hochauer","Team Austria White","Mordikaar","Skorne","Klaas Luyckx","0","0","25","Scenario","Outflank","2014"
"436","4","Klaas Luyckx","Belgium Heron Team","Asphyxious2","Cryx","Erich Hochauer","1","5","41","Scenario","Outflank","2014"
"436","4","Maurus Markwalder:","Team Switzerland Red","Sorscha","Khador","Peter Bates","0","0","16","Scenario","Incoming","2015"
"436","4","Peter Bates","Team United Nations 2","Harbinger","Protectorate of Menoth","Maurus Markwalder:","1","5","19","Scenario","Incoming","2015"
"437","4","Daniel Pawelka","Team Austria White","Grissel","Trollblood","Tommy Geuns","1","5","29","Scenario","Outflank","2014"
"437","4","Henrik Ekholm","Team Switzerland Red","Hexeris","Skorne","Hermanni Raatevaara","0","0","5","Caster Kill","Incoming","2015"
"437","4","Hermanni Raatevaara","Team United Nations 2","Butcher3","Khador","Henrik Ekholm","1","1","50","Caster Kill","Incoming","2015"
"437","4","Tommy Geuns","Belgium Heron Team","Haley2","Cygnar","Daniel Pawelka","0","0","27","Scenario","Outflank","2014"
"438","4","Bernhard Bornatowicz","Team Austria White","Deneghra2","Cryx","Peter Gaublomme","0","4","33","Caster Kill","Outflank","2014"
"438","4","Marc Simoni","Team United Nations 2","Saeryn","Legion of Everblight","Robi Deloa","1","5","25","Scenario","Incoming","2015"
"438","4","Peter Gaublomme","Belgium Heron Team","Harbinger","Protectorate of Menoth","Bernhard Bornatowicz","1","0","51","Caster Kill","Outflank","2014"
"438","4","Robi Deloa","Team Switzerland Red","Severius","Protectorate of Menoth","Marc Simoni","0","0","26","Scenario","Incoming","2015"
"439","4","Alan Buckley","Team United Nations 2","Xerxis2","Skorne","Dominic Beyeler","0","0","28","Scenario","Incoming","2015"
"439","4","Dominic Beyeler","Team Switzerland Red","Kromac2","Circle Orboros","Alan Buckley","1","5","45","Scenario","Incoming","2015"
"439","4","Wolfgang Zurowetz","Team Austria White","Ossrum","Mercenaries","Wout Maerschalck","0","0","18","Scenario","Outflank","2014"
"439","4","Wout Maerschalck","Belgium Heron Team","Butcher2","Khador","Wolfgang Zurowetz","1","5","7","Scenario","Outflank","2014"
"440","4","Andrew Kenny","Team United Nations 2","Skarre","Cryx","Lukas Walliser","1","0","43","Caster Kill","Incoming","2015"
"440","4","Dirk Pintjens","Belgium Heron Team","Morvahna2","Circle Orboros","Florian Hartmann","0","0","5","Caster Kill","Outflank","2014"
"440","4","Florian Hartmann","Team Austria White","Saeryn","Legion of Everblight","Dirk Pintjens","1","2","24","Caster Kill","Outflank","2014"
"440","4","Lukas Walliser","Team Switzerland Red","Saeryn2","Legion of Everblight","Andrew Kenny","0","0","17","Caster Kill","Incoming","2015"
"441","4","Adam Fox","Team Northern Ireland","Barnabas","Minions","David Kane","0","0","29","Caster Kill","Incoming","2015"
"441","4","Christian","Team Norway Red","Skarre","Cryx","Matt Goligher","1","0","57","Caster Kill","Outflank","2014"
"441","4","David Kane","Team Scotland Bru","Irusk2","Khador","Adam Fox","1","2","48","Caster Kill","Incoming","2015"
"441","4","Matt Goligher","Team England Epic","Vayl2","Legion of Everblight","Christian","0","2","17","Caster Kill","Outflank","2014"
"442","4","Ed Smith","Team England Epic","Skarre","Cryx","Jonas","0","3","14","Caster Kill","Outflank","2014"
"442","4","Ian Campbell","Team Scotland Bru","Krueger2","Circle Orboros","Mat McGinn","1","1","31","Caster Kill","Incoming","2015"
"442","4","Jonas","Team Norway Red","Kromac","Circle Orboros","Ed Smith","1","0","33","Caster Kill","Outflank","2014"
"442","4","Mat McGinn","Team Northern Ireland","Goreshade2","Cryx","Ian Campbell","0","0","10","Caster Kill","Incoming","2015"
"443","4","Dan Cunningham","Team England Epic","Harbinger","Protectorate of Menoth","Gard","1","2","51","Caster Kill","Outflank","2014"
"443","4","Gard","Team Norway Red","Vayl","Legion of Everblight","Dan Cunningham","0","1","16","Caster Kill","Outflank","2014"
"443","4","Ian Alderdice","Team Northern Ireland","Bradigus","Circle Orboros","Ross Harkin","0","0","2","Scenario","Incoming","2015"
"443","4","Ross Harkin","Team Scotland Bru","Doomshaper","Trollblood","Ian Alderdice","1","5","50","Scenario","Incoming","2015"
"444","4","Luke Mason","Team Scotland Bru","Vayl2","Legion of Everblight","Tomek Dobros","1","1","9","Deathclock","Incoming","2015"
"444","4","Matt Townsend","Team England Epic","Asphyxious3","Cryx","Terje","0","0","5","Caster Kill","Outflank","2014"
"444","4","Terje","Team Norway Red","Irusk2","Khador","Matt Townsend","1","0","30","Caster Kill","Outflank","2014"
"444","4","Tomek Dobros","Team Northern Ireland","Ossrum","Mercenaries","Luke Mason","0","0","20","Deathclock","Incoming","2015"
"445","4","Eliot Kimpton","Team England Epic","Morvahna2","Circle Orboros","Kuba","1","5","25","Scenario","Outflank","2014"
"445","4","Kuba","Team Norway Red","Kreoss","Protectorate of Menoth","Eliot Kimpton","0","0","36","Scenario","Outflank","2014"
"445","4","Mike O’Brien","Team Northern Ireland","Calandra","Trollblood","Ross Silvers","0","0","20","Scenario","Incoming","2015"
"445","4","Ross Silvers","Team Scotland Bru","Bradigus","Circle Orboros","Mike O’Brien","1","5","33","Scenario","Incoming","2015"
"446","4","Aat Niehot","Team Netherlands Lions","Grissel","Trollblood","Alasdair Johnstone","1","0","36","Deathclock","Incoming","2015"
"446","4","Alasdair Johnstone","Team Scotland Irn","Haley2","Cygnar","Aat Niehot","0","1","38","Deathclock","Incoming","2015"
"446","4","Jeremy Lee","Team USA Stripes","Asphyxious3","Cryx","Panagiotis Ntemiris","1","5","35","Scenario","Outflank","2014"
"446","4","Panagiotis Ntemiris","Team Greece 2","Hexeris2","Skorne","Jeremy Lee","0","0","22","Scenario","Outflank","2014"
"447","4","Anjo Brand","Team Netherlands Lions","Issyria","Retribution of Scyrah","Billy Cruikshanks","0","1","25","Deathclock","Incoming","2015"
"447","4","Billy Cruikshanks","Team Scotland Irn","Goreshade3","Cryx","Anjo Brand","1","2","54","Deathclock","Incoming","2015"
"447","4","Kurt Hindman","Team USA Stripes","Butcher","Khador","Nikolaos Kerazoglou","0","0","21","Caster Kill","Outflank","2014"
"447","4","Nikolaos Kerazoglou","Team Greece 2","Deneghra","Cryx","Kurt Hindman","1","0","19","Caster Kill","Outflank","2014"
"448","4","Bryce Johnston","Team Scotland Irn","Severius","Protectorate of Menoth","Frederik Punt","1","0","37","Deathclock","Incoming","2015"
"448","4","Colin Hill","Team USA Stripes","Kromac","Circle Orboros","Panagiotis Stathis","1","3","30","Caster Kill","Outflank","2014"
"448","4","Frederik Punt","Team Netherlands Lions","Skarre2","Cryx","Bryce Johnston","0","2","28","Deathclock","Incoming","2015"
"448","4","Panagiotis Stathis","Team Greece 2","Durgen","Mercenaries","Colin Hill","0","0","0","Caster Kill","Outflank","2014"
"449","4","Craig Conroy","Team USA Stripes","Haley2","Cygnar","Dimitrios Kasdovasilis","1","0","47","Caster Kill","Outflank","2014"
"449","4","Dimitrios Kasdovasilis","Team Greece 2","Grim2","Trollblood","Craig Conroy","0","2","15","Caster Kill","Outflank","2014"
"449","4","Frazer Penman","Team Scotland Irn","Grim","Trollblood","Georg Buscha","1","0","13","Caster Kill","Incoming","2015"
"449","4","Georg Buscha","Team Netherlands Lions","Asphyxious3","Cryx","Frazer Penman","0","0","0","Caster Kill","Incoming","2015"
"450","4","Charles Arrasmith","Team USA Stripes","Vayl2","Legion of Everblight","Dimitrios Bozikas","1","5","51","Scenario","Outflank","2014"
"450","4","Dimitrios Bozikas","Team Greece 2","Asphyxious2","Cryx","Charles Arrasmith","0","2","33","Scenario","Outflank","2014"
"450","4","Fraser McFetridge","Team Scotland Irn","Vayl","Legion of Everblight","Sietse Sommeling","1","0","32","Caster Kill","Incoming","2015"
"450","4","Sietse Sommeling","Team Netherlands Lions","Skarre","Cryx","Fraser McFetridge","0","0","27","Caster Kill","Incoming","2015"
"451","4","Christoph Van Der Schoot","Team Belgium Brown","Rask","Minions","Tom Starren","0","0","36","Scenario","Incoming","2015"
"451","4","Dario Stabellini","Team Italy White","Vayl2","Legion of Everblight","Joakim Rapp","0","0","13","Scenario","Outflank","2014"
"451","4","Joakim Rapp","Team Sweden Prime","Butcher","Khador","Dario Stabellini","1","5","36","Scenario","Outflank","2014"
"451","4","Tom Starren","Team Netherlands Hero","Butcher2","Khador","Christoph Van Der Schoot","1","5","53","Scenario","Incoming","2015"
"452","4","Casper Jellema","Team Netherlands Hero","Caine2","Cygnar","Tomas Mennes","1","5","36","Scenario","Incoming","2015"
"452","4","Damiano Pennini","Team Italy White","Durgen","Mercenaries","Rickard Nilsson","0","2","38","Scenario","Outflank","2014"
"452","4","Rickard Nilsson","Team Sweden Prime","Rask","Minions","Damiano Pennini","1","5","22","Scenario","Outflank","2014"
"452","4","Tomas Mennes","Team Belgium Brown","Lylyth2","Legion of Everblight","Casper Jellema","0","1","20","Scenario","Incoming","2015"
"453","4","Jeppa Resmark","Team Sweden Prime","Haley2","Cygnar","Pietro Fauch","1","0","51","Caster Kill","Outflank","2014"
"453","4","Jun Chan","Team Netherlands Hero","Rask","Minions","Peter Gaublomme","0","3","29","Caster Kill","Incoming","2015"
"453","4","Peter Gaublomme","Team Belgium Brown","Syntherion","Convergence of Cyriss","Jun Chan","1","1","27","Caster Kill","Incoming","2015"
"453","4","Pietro Fauch","Team Italy White","Vyros2","Retribution of Scyrah","Jeppa Resmark","0","0","0","Caster Kill","Outflank","2014"
"454","4","Christian Aas","Team Sweden Prime","Vayl2","Legion of Everblight","Diego Moruzzo","1","0","24","Caster Kill","Outflank","2014"
"454","4","Diego Moruzzo","Team Italy White","Kreoss2","Protectorate of Menoth","Christian Aas","0","2","41","Caster Kill","Outflank","2014"
"454","4","Gert Vos","Team Belgium Brown","Deneghra","Cryx","Harm Kleijnen","1","2","16","Caster Kill","Incoming","2015"
"454","4","Harm Kleijnen","Team Netherlands Hero","Deneghra","Cryx","Gert Vos","0","0","19","Caster Kill","Incoming","2015"
"455","4","Andreas Holm","Team Sweden Prime","Skarre","Cryx","Daniele Diaspro","0","0","0","Caster Kill","Outflank","2014"
"455","4","Benoit Van Lee","Team Belgium Brown","Xerxis","Skorne","Marnix Baas","0","5","51","Deathclock","Incoming","2015"
"455","4","Daniele Diaspro","Team Italy White","Issyria","Retribution of Scyrah","Andreas Holm","1","0","11","Caster Kill","Outflank","2014"
"455","4","Marnix Baas","Team Netherlands Hero","Butcher3","Khador","Benoit Van Lee","1","5","57","Deathclock","Incoming","2015"
"456","4","Chandler Davidson","Team Canada Goose","Bradigus","Circle Orboros","Joshua Bates","1","0","18","Caster Kill","Incoming","2015"
"456","4","Dmitrii Maliuev","Team Russia 2","Feora2","Protectorate of Menoth","Ferenc Venczel","0","4","30","Scenario","Outflank","2014"
"456","4","Ferenc Venczel","Team Hungary Red","Vlad2","Khador","Dmitrii Maliuev","1","5","34","Scenario","Outflank","2014"
"456","4","Joshua Bates","Team Australia Wombat","Haley3","Cygnar","Chandler Davidson","0","0","7","Caster Kill","Incoming","2015"
