"player","team","faction","is_theme","theme_name","leader","list"
"Mateusz Dziewanowski","Poland Knights","Protectorate of Menoth","1"," Guardians of the Temple","Thyra 1","Protectorate Army - 75 / 75 points\n[Theme] Guardians of the Temple\n\n(Thyra 1) Thyra, Flame of Sorrow [+29]\n - Blood of Martyrs [16]\n - Dervish [7]\n - Sanctifier [14]\nNicia, Tear of Vengeance [0(5)]\nPyrrhus, Flameguard Hero [0(5)]\nVassal Mechanik [1]\nWrack [1]\nChoir of Menoth (min) [4]\nDaughters of the Flame [10]\nDaughters of the Flame [10]\nFlame Bringers (max) [17]\nFlame Bringers (max) [17]\nTemple Flameguard (min) [7]\n - Temple Flameguard Officer & Standard [0(4)]\n"
"Mateusz Dziewanowski","Poland Knights","Protectorate of Menoth","1"," The Creator's Might","Severius 2","Protectorate Army - 75 / 75 points\n[Theme] The Creator's Might\n\n(Severius 2) Hierarch Severius [+26]\n - Blessing of Vengeance [13]\n - Dervish [7]\n - Guardian [15]\n - Reckoner [16]\n - Reckoner [16]\n - Reckoner [16]\nThe Covenant of Menoth [0(4)]\nVassal of Menoth [0(3)]\nVassal of Menoth [0(3)]\nWrack [1]\nChoir of Menoth (min) [4]\nChoir of Menoth (min) [4]\nVisgoth Juviah Rhoven & Honor Guard [9]\n"
"Pawel Kruk","Poland Knights","Circle Orboros","1"," The Devourer's Host","Krueger 1","Circle Army - 75 / 75 points\n[Theme] The Devourer's Host\n\n(Krueger 1) Krueger the Stormwrath [+28]\n - Gorax Rager [7]\n - Warpwolf Stalker [19]\n - Wild Argus [7]\nBloodweaver Night Witch [4]\nBloodweaver Night Witch [4]\nTharn Ravager Shaman [0(5)]\nTharn Ravager Shaman [0(5)]\nDeath Wolves [9]\nTharn Bloodweavers [8]\nTharn Bloodweavers [8]\nTharn Ravagers (max) [16]\n - Tharn Ravager Chieftain [0(5)]\nTharn Ravagers (max) [16]\n - Tharn Ravager Chieftain [5]\n"
"Pawel Kruk","Poland Knights","Circle Orboros","1"," The Bones of Orboros","Baldur 2","Circle Army - 75 / 75 points\n[Theme] The Bones of Orboros\n\n(Baldur 2) Baldur the Stonesoul [+30]\n - Megalith [20]\n - Woldwrath [37]\n - Woldwyrd [9]\n - Woldwyrd [9]\nBlackclad Stoneshaper [0(3)]\nBlackclad Stoneshaper [3]\nBlackclad Wayfarer [0(4)]\nBlackclad Wayfarer [0(4)]\nSentry Stone & Mannikins [5]\nShifting Stones [3]\nCelestial Fulcrum [19]\n"
"Wiktor Harezlak","Poland Knights","Cryx","1"," Dark Host","Asphyxious 2","Cryx Army - 75 / 75 points\n[Theme] Dark Host\n\n(Asphyxious 2) Lich Lord Asphyxious [+28]\n - Cankerworm [9]\n - Deathripper [6]\n - Deathripper [6]\n - Nightwretch [7]\nBane Lord Tartarus [0(6)]\nDarragh Wrathe [9]\nMachine Wraith [2]\nMachine Wraith [2]\nSoul Trapper [1]\nBane Knights (min) [9]\nBane Riders (max) [20]\nBane Warriors (max) [16]\n - Bane Warrior Officer & Standard [0(5)]\nBane Warriors (max) [16]\n - Bane Warrior Officer & Standard [0(5)]\n"
"Wiktor Harezlak","Poland Knights","Cryx","1"," The Ghost Fleet","Deneghra 1","Cryx Army - 75 / 75 points\n[Theme] The Ghost Fleet\n\n(Deneghra 1) Warwitch Deneghra [+28]\n - Nightwretch [7]\n - Nightwretch [7]\n - Nightwretch [7]\n - Nightwretch [7]\nCaptain Rengrave [0(5)]\nHellslinger Phantom [0(7)]\nPistol Wraith [0(5)]\nBlackbane's Ghost Raiders (max) [17]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (2) [4]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nWraith Engine [15]\n"
"Rafal Anusiak","Poland Warriors","Cryx","1"," Dark Host","Coven 1","Cryx Army - 75 / 75 points\n[Theme] Dark Host\n\n(Coven 1) The Witch Coven of Garlghast [+26]\n - Deathripper [6]\n - Deathripper [6]\n - Desecrator [14]\nBane Lord Tartarus [0(6)]\nBane Riders (max) [20]\nBane Riders (max) [20]\nBane Warriors (min) [10]\n - Bane Warrior Officer & Standard [0(5)]\nBane Warriors (min) [10]\n - Bane Warrior Officer & Standard [0(5)]\nWraith Engine [15]\n"
"Rafal Anusiak","Poland Warriors","Cryx","1"," The Ghost Fleet","Deneghra 1","Cryx Army - 75 / 75 points\n[Theme] The Ghost Fleet\n\n(Deneghra 1) Warwitch Deneghra [+28]\n - Deathripper [6]\n - Defiler [8]\n - Nightwretch [7]\n - Nightwretch [7]\nCaptain Rengrave [0(5)]\nHellslinger Phantom [0(7)]\nPistol Wraith [0(5)]\nBlackbane's Ghost Raiders (max) [17]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (2) [4]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nWraith Engine [15]\n"
"Piotr Gotowiec","Poland Warriors","Khador","1"," Jaws of the Wolf","Strakhov 1","Khador Army - 75 / 75 points\n[Theme] Jaws of the Wolf\n\n(Strakhov 1) Kommander Oleg Strakhov [+28]\n - Behemoth [25]\n - Juggernaut [12]\n - Juggernaut [12]\n - Marauder [10]\n - Marauder [10]\n - Marauder [10]\nGreylord Forge Seer [0(4)]\nGreylord Forge Seer [0(4)]\nWidowmaker Marksman [0(4)]\nKayazy Eliminators [5]\nKayazy Eliminators [5]\nKossite Woodsmen (min) [7]\nKossite Woodsmen (min) [7]\n"
"Piotr Gotowiec","Poland Warriors","Khador","1"," Winter Guard Kommand","Vladimir 1","Khador Army - 75 / 75 points\n[Theme] Winter Guard Kommand\n\n(Vladimir 1) Vladimir Tzepesci, The Dark Prince [+28]\n - Marauder [10]\n - Marauder [10]\n - Marauder [10]\n - Marauder [10]\nKovnik Jozef Grigorovich [4]\nWinter Guard Artillery Kapitan [0(3)]\nWinter Guard Artillery Kapitan [3]\nWinter Guard Mortar Crew [0(5)]\nWinter Guard Mortar Crew [0(5)]\nWinter Guard Rifle Corps (min) [8]\n - Winter Guard Rocketeer (3) [6]\nWinter Guard Rifle Corps (min) [8]\n - Winter Guard Rocketeer (3) [6]\nWinter Guard Rifle Corps (min) [8]\n - Winter Guard Rocketeer (3) [6]\nWinter Guard Rifle Corps (min) [8]\n - Winter Guard Rocketeer (3) [6]\n"
"Marcin Nowicki","Poland Warriors","Cygnar","1"," Heavy Metal","Stryker 1","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n(Stryker 1) Commander Coleman Stryker [+30]\n - Hurricane [39]\n - Stormwall [39]\n - Squire [0(5)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Charger [9]\nLieutenant Allison Jakes [0(4)]\n - Cyclone [13]\nField Mechaniks (max) [5]\n"
"Marcin Nowicki","Poland Warriors","Cygnar","1"," Storm Division","Nemo 3","Cygnar Army - 74 / 75 points\n[Theme] Storm Division\n\n(Nemo 3) Artificer General Nemo [+25]\n - Centurion [17]\n - Firefly [8]\n - Squire [0(5)]\nJourneyman Warcaster [4]\n - Firefly [8]\nMajor Katherine Laddermore [8]\nSavio Montero Acosta [0(6)]\nStormsmith Stormcaller (3) [0(5)]\nStormsmith Stormcaller (3) [5]\nStormsmith Stormcaller (3) [5]\nStormsmith Storm Tower [4]\nStormsmith Storm Tower [4]\nStorm Strider [18]\nStorm Strider [18]\n"
"Andrzej Reszelski","Poland Warriors","Protectorate of Menoth","1"," The Creator's Might","Severius 2","Protectorate Army - 75 / 75 points\n[Theme] The Creator's Might\n\n(Severius 2) Hierarch Severius [+26]\n - Blessing of Vengeance [13]\n - Dervish [7]\n - Dervish [7]\n - Devout [9]\n - Reckoner [16]\n - Reckoner [16]\n - Reckoner [16]\nThe Covenant of Menoth [0(4)]\nThree Wracks [0(3)]\nVassal of Menoth [0(3)]\nChoir of Menoth (min) [4]\nChoir of Menoth (min) [4]\nVisgoth Juviah Rhoven & Honor Guard [9]\n"
"Andrzej Reszelski","Poland Warriors","Protectorate of Menoth","1"," Guardians of the Temple","Thyra 1","Protectorate Army - 75 / 75 points\n[Theme] Guardians of the Temple\n\n(Thyra 1) Thyra, Flame of Sorrow [+29]\n - Blood of Martyrs [16]\n - Dervish [7]\n - Sanctifier [14]\nNicia, Tear of Vengeance [0(5)]\nPyrrhus, Flameguard Hero [0(5)]\nVassal Mechanik [1]\nWrack [1]\nChoir of Menoth (min) [4]\nDaughters of the Flame [10]\nDaughters of the Flame [10]\nFlame Bringers (max) [17]\nFlame Bringers (max) [17]\nTemple Flameguard (min) [7]\n - Temple Flameguard Officer & Standard [0(4)]\n"
"Piotr Palacz","Poland Warriors","Cygnar","1"," Heavy Metal","Caine 3","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n(Caine 3) Caine's Hellslingers [+20]\n - Ace [12]\n - Charger [9]\n - Charger [9]\n - Charger [9]\n - Charger [9]\n - Stormwall [39]\n - Squire [0(5)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Firefly [8]\n"
"Piotr Palacz","Poland Warriors","Cygnar","1"," Heavy Metal","Haley 2","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n(Haley 2) Major Victoria Haley [+25]\n - Charger [9]\n - Stormwall [39]\n - Thorn [13]\n - Squire [0(5)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Charger [9]\nLieutenant Allison Jakes [0(4)]\n - Hammersmith [12]\nStorm Strider [18]\n"
"Pawel Blados","Poland Hussar","Circle Orboros","1"," The Devourer's Host","Grayle 1","Circle Army - 74 / 75 points\n[Theme] The Devourer's Host\n\n(Grayle 1) Grayle the Farstrider [+29]\n - Pureblood Warpwolf [17]\n - Pureblood Warpwolf [17]\nBloodweaver Night Witch [4]\nTharn Ravager Shaman [0(5)]\nDeath Wolves [9]\nTharn Bloodtrackers (max) [16]\nTharn Bloodweavers [8]\nTharn Ravagers (max) [16]\n - Tharn Ravager Chieftain [0(5)]\nTharn Ravagers (max) [16]\n - Tharn Ravager Chieftain [0(5)]\n"
"Pawel Blados","Poland Hussar","Circle Orboros","1"," The Devourer's Host","Una 2","Circle Army - 75 / 75 points\n[Theme] The Devourer's Host\n\n(Una 2) Una the Skyhunter [+29]\n - Gorax Rager [7]\n - Scarsfell Griffon [8]\n - Scarsfell Griffon [8]\n - Scarsfell Griffon [8]\n - Scarsfell Griffon [8]\n - Scarsfell Griffon [8]\nBloodweaver Night Witch [4]\nGallows Grove [2]\nTharn Ravager Shaman [0(5)]\nTharn Ravager Shaman [0(5)]\nDeath Wolves [9]\nTharn Ravagers (max) [16]\n - Tharn Ravager Chieftain [5]\nTharn Ravagers (max) [16]\n - Tharn Ravager Chieftain [5]\n"
"Marcin Mycek","Poland Hussar","Convergence of Cyriss","1"," Destruction Initiative","Directrix 1","Convergence Army - 74 / 75 points\n[Theme] Destruction Initiative\n\n(Directrix 1) Iron Mother Directrix [+27]\n - Assimilator [16]\n - Corollary [6]\n - Diffuser [6]\n - Diffuser [6]\n - Mitigator [7]\n - Prime Conflux [37]\nAttunement Servitors [0(4)]\nElimination Servitors [0(3)]\nElimination Servitors [0(3)]\nElimination Servitors [0(3)]\nOptifex Directive [4]\nTransfinite Emergence Projector [19]\n"
"Marcin Mycek","Poland Hussar","Convergence of Cyriss","1"," Destruction Initiative","Axis 1","Convergence Army - 75 / 75 points\n[Theme] Destruction Initiative\n\n(Axis 1) Axis, the Harmonic Enforcer [+30]\n - Cipher [16]\n - Corollary [6]\n - Diffuser [6]\n - Galvanizer [5]\n - Galvanizer [5]\n - Galvanizer [5]\n - Galvanizer [5]\n - Inverter [15]\nAttunement Servitors [0(4)]\nElimination Servitors [0(3)]\nElimination Servitors [0(3)]\nReflex Servitors [0(4)]\nReflex Servitors [0(4)]\nOptifex Directive [4]\nTransfinite Emergence Projector [19]\nTransfinite Emergence Projector [19]\n"
"Artur Rietz","Poland Hussar","Circle Orboros","1"," The Wild Hunt","Wurmwood 1","Circle Army - 75 / 75 points\n[Theme] The Wild Hunt\n\n(Wurmwood 1) Wurmwood, Tree of Fate [+27]\n - Feral Warpwolf [18]\n - Pureblood Warpwolf [17]\n - Warpwolf Stalker [19]\n - Woldwyrd [9]\n - Woldwyrd [9]\nShifting Stones [3]\n - Stone Keeper [2]\nShifting Stones [3]\nWolves of Orboros (min) [7]\n - Wolves of Orboros Chieftain & Standard [0(4)]\nWolves of Orboros (max) [11]\n - Wolves of Orboros Chieftain & Standard [4]\n"
"Artur Rietz","Poland Hussar","Circle Orboros","1"," The Devourer's Host","Morvahna 2","Circle Army - 74 / 75 points\n[Theme] The Devourer's Host\n\n(Morvahna 2) Morvahna the Dawnshadow [+27]\n - Gorax Rager [7]\n - Warpwolf Stalker [19]\nBloodweaver Night Witch [4]\nTharn Ravager Shaman [0(5)]\nTharn Ravager Shaman [0(5)]\nDeath Wolves [9]\nTharn Bloodweavers [8]\nTharn Bloodweavers [8]\nTharn Bloodweavers [8]\nTharn Ravagers (max) [16]\n - Tharn Ravager Chieftain [0(5)]\nTharn Ravagers (max) [16]\n - Tharn Ravager Chieftain [5]\n"
"Konrad Sosnowski (C)","Poland Hussar","Cryx","1"," The Ghost Fleet","Deneghra 1","Cryx Army - 75 / 75 points\n[Theme] The Ghost Fleet\n\n(Deneghra 1) Warwitch Deneghra [+28]\n - Nightwretch [7]\n - Nightwretch [7]\n - Nightwretch [7]\n - Nightwretch [7]\n - Nightwretch [7]\nCaptain Rengrave [0(5)]\nHellslinger Phantom [0(7)]\nMachine Wraith [2]\nMachine Wraith [2]\nMachine Wraith [2]\nPistol Wraith [0(5)]\nBlackbane's Ghost Raiders (max) [17]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\n"
"Konrad Sosnowski (C)","Poland Hussar","Cryx","1"," Dark Host","Asphyxious 3","Cryx Army - 75 / 75 points\n[Theme] Dark Host\n\n(Asphyxious 3) Asphyxious the Hellbringer [+24]\n - Deathripper [6]\n - Desecrator [14]\n - Desecrator [14]\n - Inflictor [13]\n - Inflictor [13]\n - Slayer [10]\nBane Lord Tartarus [0(6)]\nDarragh Wrathe [9]\nBane Riders (max) [20]\n"
"Tomasz Tutaj","Poland Hussar","Grymkin","1"," Dark Menagerie","Dreamer 1","Grymkin Army - 75 / 75 points\n[Theme] Dark Menagerie\n\n(Dreamer 1) The Dreamer [+28]\n - Cage Rager [14]\n - Crabbit [0(n/a)]\n - Crabbits (2) [7]\n - Gorehound [6]\n - Gorehound [6]\n - Rattler [8]\n - Rattler [8]\n - Skin & Moans [15]\n - Skin & Moans [15]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nGremlin Swarm [0(3)]\nLady Karianna Rose [4]\nDread Rots (min) [7]\nDeath Knell [13]\n"
"Tomasz Tutaj","Poland Hussar","Grymkin","1"," Bump in the Night","Wanderer 1","Grymkin Army - 75 / 75 points\n[Theme] Bump in the Night\n\n!!! Your army contains a pre-release entry.\n\n(Wanderer 1) The Wanderer [+28]\n - Crabbits (2) [7]\n - Gorehound [6]\n - Skin & Moans [15]\nGlimmer Imp [0(4)]\nGlimmer Imp [0(4)]\nLord Longfellow [0(6)]\nDread Rots (min) [7]\nDread Rots (min) [7]\nDread Rots (min) [7]\nHollowmen (max) [13]\nHollowmen (max) [13]\nMurder Crows [9]\nNeigh Slayers (max) [12]\nTwilight Sisters [7]\n"
"João Morais","Portugal Prime","Skorne","1"," Imperial Warhost","Makeda 1","Skorne Army - 75 / 75 points\n[Theme] Imperial Warhost\n\n(Makeda 1) Archdomina Makeda [+29]\n - Agonizer [0(6)]\n - Agonizer [0(6)]\n - Basilisk Krea [0(7)]\n - Bronzeback Titan [18]\n - Mammoth [38]\n - Molik Karn [19]\n - Titan Gladiator [15]\nMortitheurge Willbreaker [4]\nPaingiver Beast Handlers (min) [5]\nPaingiver Beast Handlers (min) [5]\n"
"João Morais","Portugal Prime","Skorne","0",,"Rasheth 1","Skorne Army - 75 / 75 points\n\n(Rasheth 1) Dominar Rasheth [+28]\n - Agonizer [6]\n - Mammoth [38]\n - Titan Gladiator [15]\nExtoller Soulward [3]\nPaingiver Bloodrunner Master Tormentor [4]\nPaingiver Bloodrunner Master Tormentor [4]\nPaingiver Beast Handlers (min) [5]\nPaingiver Bloodrunners [9]\nVenator Reivers (max) [15]\n - Venator Reiver Officer & Standard [4]\n"
"Nuno Sequeira","Portugal Prime","Cryx","1"," Dark Host","Asphyxious 2","Cryx Army - 75 / 75 points\n[Theme] Dark Host\n\n(Asphyxious 2) Lich Lord Asphyxious [+28]\n - Inflictor [13]\n - Nightwretch [7]\n - Nightwretch [7]\nBane Lord Tartarus [0(6)]\nDarragh Wrathe [9]\nMachine Wraith [2]\nNecrotech [2]\nBane Knights (max) [15]\nBane Warriors (max) [16]\n - Bane Warrior Officer & Standard [0(5)]\nBane Warriors (max) [16]\n - Bane Warrior Officer & Standard [0(5)]\nWraith Engine [15]\n"
"Nuno Sequeira","Portugal Prime","Cryx","0",,"Scaverous 1","Cryx Army - 75 / 75 points\n\n(Scaverous 1) Lord Exhumator Scaverous [+27]\n - Deathjack [23]\n - Deathripper [6]\n - Nightwretch [7]\n - The Withershadow Combine [9]\nHellslinger Phantom [7]\nOgrun Bokur [5]\nPistol Wraith [5]\nPistol Wraith [5]\nCroe's Cutthroats (max) [16]\nSatyxis Raiders (max) [16]\n - Satyxis Raider Sea Witch [3]\n"
"Paulo Morais","Portugal Prime","Protectorate of Menoth","1"," The Creator's Might","Feora 2","Protectorate Army - 75 / 75 points\n[Theme] The Creator's Might\n\n(Feora 2) Feora, Protector of the Flame [+28]\n - Dervish [7]\n - Dervish [7]\n - Hand of Judgment [18]\n - Reckoner [16]\n - Reckoner [16]\n - Redeemer [11]\n - Redeemer [11]\nThree Wracks [0(3)]\nVassal Mechanik [1]\nVassal Mechanik [1]\nVassal of Menoth [0(3)]\nVassal of Menoth [0(3)]\nChoir of Menoth (max) [6]\nVisgoth Juviah Rhoven & Honor Guard [9]\n"
"Paulo Morais","Portugal Prime","Protectorate of Menoth","0",,"Amon 1","Protectorate Army - 75 / 75 points\n\n(Amon 1) High Allegiant Amon Ad-Raza [+29]\n - Blood of Martyrs [16]\n - Dervish [7]\n - Dervish [7]\n - Eye of Truth [20]\n - Scourge of Heresy [16]\n - Templar [15]\n - Hierophant [3]\nGorman di Wulfe, Rogue Alchemist [4]\nVassal Mechanik [1]\nVassal Mechanik [1]\nVassal of Menoth [3]\nVassal of Menoth [3]\nWrack [1]\nWrack [1]\nChoir of Menoth (max) [6]\n"
"Pedro Araújo","Portugal Prime","Cygnar","1"," Heavy Metal","Caine 3","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n(Caine 3) Caine's Hellslingers [+20]\n - Ace [12]\n - Defender [16]\n - Stormwall [39]\n - Thunderhead [20]\n - Squire [0(5)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Firefly [8]\n"
"Pedro Araújo","Portugal Prime","Cygnar","1"," Heavy Metal","Haley 2","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n(Haley 2) Major Victoria Haley [+25]\n - Charger [9]\n - Stormclad [18]\n - Stormwall [39]\n - Thorn [13]\n - Squire [0(5)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Charger [9]\nLieutenant Allison Jakes [0(4)]\n - Hammersmith [12]\n"
"Vasco Oliveira","Portugal Prime","Legion of Everblight","1"," Oracles of Annihilation","Vayl 2","Legion Army - 75 / 75 points\n[Theme] Oracles of Annihilation\n\n(Vayl 2) Vayl, Consul of Everblight [+28]\n - Angelius [17]\n - Angelius [17]\n - Archangel [37]\n - Naga Nightlurker [8]\nBlighted Nyss Sorceress & Hellion [0(6)]\nThe Forsaken [0(4)]\nBlackfrost Shard [9]\nBlighted Nyss Hex Hunters (max) [15]\n - Bayal, Hound of Everblight [0(6)]\n"
"Vasco Oliveira","Portugal Prime","Legion of Everblight","1"," Oracles of Annihilation","Thagrosh 2","Legion Army - 75 / 75 points\n[Theme] Oracles of Annihilation\n\n(Thagrosh 2) Thagrosh, the Messiah [+25]\n - Angelius [17]\n - Naga Nightlurker [8]\n - Neraph [12]\n - Neraph [12]\n - Neraph [12]\n - Seraph [14]\n - Typhon [24]\nBlighted Nyss Shepherd [1]\nBlighted Nyss Sorceress & Hellion [0(6)]\nThe Forsaken [0(4)]\nThe Forsaken [0(4)]\n"
"Khalansky Dmitry","Russia Bears","Cygnar","1"," Heavy Metal","Haley 2","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n(Haley 2) Major Victoria Haley [+25]\n - Charger [9]\n - Stormclad [18]\n - Stormwall [39]\n - Thorn [13]\n - Squire [0(5)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Charger [9]\nLieutenant Allison Jakes [0(4)]\n - Ironclad [12]\n"
"Khalansky Dmitry","Russia Bears","Cygnar","1"," Heavy Metal","Nemo 3","Cygnar Army - 75 / 75 points\n[Theme] Heavy Metal\n\n(Nemo 3) Artificer General Nemo [+25]\n - Firefly [8]\n - Firefly [8]\n - Firefly [8]\n - Firefly [8]\n - Lancer [10]\n - Squire [0(5)]\nCaptain Arlan Strangewayes [0(4)]\nJourneyman Warcaster [0(4)]\n - Firefly [8]\nLieutenant Allison Jakes [0(4)]\n - Reliant [14]\nStorm Strider [18]\nStorm Strider [18]\n"
"Mikhail Novikov","Russia Bears","Convergence of Cyriss","1"," Destruction Initiative","Directrix 1","Convergence Army - 75 / 75 points\n[Theme] Destruction Initiative\n\n(Directrix 1) Iron Mother Directrix [+27]\n - Corollary [6]\n - Diffuser [6]\n - Galvanizer [5]\n - Galvanizer [5]\n - Prime Axiom [38]\nAttunement Servitors [0(4)]\nElimination Servitors [0(3)]\nElimination Servitors [0(3)]\nElimination Servitors [0(3)]\nOptifex Directive [4]\nTransfinite Emergence Projector [19]\nTransfinite Emergence Projector [19]\n"
"Mikhail Novikov","Russia Bears","Convergence of Cyriss","1"," Destruction Initiative","Axis 1","Convergence Army - 75 / 75 points\n[Theme] Destruction Initiative\n\n(Axis 1) Axis, the Harmonic Enforcer [+30]\n - Corollary [6]\n - Diffuser [6]\n - Diffuser [6]\n - Galvanizer [5]\n - Galvanizer [5]\n - Galvanizer [5]\n - Inverter [15]\n - Inverter [15]\nAttunement Servitors [0(4)]\nElimination Servitors [0(3)]\nElimination Servitors [0(3)]\nReflex Servitors [0(4)]\nReflex Servitors [0(4)]\nOptifex Directive [4]\nTransfinite Emergence Projector [19]\nTransfinite Emergence Projector [19]\n"
"Artem Volik","Russia Bears","Retribution of Scyrah","1"," Defenders of Ios","Issyria 1","Retribution Army - 75 / 75 points\n[Theme] Defenders of Ios\n\n(Issyria 1) Issyria, Sibyl of Dawn [+29]\n - Chimera [8]\n - Hyperion [36]\nArcanist Mechanik [0(2)]\nHeavy Rifle Team [0(4)]\nHeavy Rifle Team [0(4)]\nHouseguard Halberdiers (max) [13]\n - Houseguard Halberdier Officer & Standard [4]\nHouseguard Halberdiers (max) [13]\n - Houseguard Halberdier Officer & Standard [4]\nHouseguard Halberdiers (max) [13]\n - Houseguard Halberdier Officer & Standard [4]\nStormfall Archers [9]\n"
"Artem Volik","Russia Bears","Retribution of Scyrah","1"," Shadows of the Retribution","Ossyan 1","Retribution Army - 75 / 75 points\n[Theme] Shadows of the Retribution\n\n(Ossyan 1) Lord Arcanist Ossyan [+28]\n - Manticore [14]\n - Manticore [14]\nArcanist Mechanik [2]\nArcanist Mechanik [2]\nElara, Tyro of the Third Chamber [0(4)]\n - Manticore [14]\nMage Hunter Assassin [0(4)]\nMage Hunter Assassin [4]\nMage Hunter Infiltrators (max) [13]\nMage Hunter Strike Force (max) [16]\n - Mage Hunter Strike Force Commander [4]\nMage Hunter Strike Force (max) [16]\n - Mage Hunter Strike Force Commander [4]\n"
"Andrei Ivanov","Russia Bears","Cryx","1"," The Ghost Fleet","Deneghra 1","Cryx Army - 75 / 75 points\n[Theme] The Ghost Fleet\n\n(Deneghra 1) Warwitch Deneghra [+28]\n - Deathripper [6]\n - Deathripper [6]\n - Stalker [8]\n - Stalker [8]\nCaptain Rengrave [0(5)]\nHellslinger Phantom [0(7)]\nPistol Wraith [0(5)]\nBlackbane's Ghost Raiders (max) [17]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (2) [4]\nRevenant Crew of the Atramentous (min) [9]\n - Revenant Crew Rifleman (3) [6]\nWraith Engine [15]\n"
